Screen Name,Location,Tweet
kasifiqbal4700,delhi,"#jio 👎 
They are fooling us on the name of #jio customer care.
Time to port my jio sum.
@JioCare 
@reliancejio"
DuraniIrfaan,New Delhi,@iiamrohit @JioCare @iiamrohit they have a monopolistic attitude right now. But how long @reliancejio. @JioCare you… https://t.co/aj3AnlKP5S
DuraniIrfaan,New Delhi,@Airtel_Presence @Airtel_Presence I've to bear @reliancejio @JioCare for 1 more month for the port. Until pray Almi… https://t.co/FDGBhPFdl0
ThsIs_Akanksha,Saharanpur,"Such a poor internet service of @reliancejio in our area. Looking forward to to get help from @JioCare 

Looks like… https://t.co/YKt2ypqY3v"
KaviNiketan,"Dehradun, India","If you are feeling un-noticed in life.............Type ""PORT Mobile number""   .... and send to 1900

#Airtel #vodafoneindia #JIO 😄😄😄😄"
Bhaumik24,"New Delhi, India",Bad service of JIO. They deactivate my jio number and giving no solution. Irresponsible behaviour of JIO for their… https://t.co/9tVqXVCBqx
BhaskarMandvi,"New Delhi, India","@soorajnr2008 @ViCustomerCare @8ap @AmreliaRuhez @stufflistings @ManojSaru When I got msg about it was resolved, ne… https://t.co/8LszqDCUn8"
hemantr93443109,"New Delhi, India",#jiospeed my jio sim not working please check my mobile no-8279357714 already full recharge but not calling any mobile sim  please check
greetankit,"Kullu, Himachal Pradesh, India","#jio @reliancejio @JioCare @RILCampus @HKhanduja #MukeshAmbani
#Tatti si ho gyi hai #jiospeed Nikammi Jio Kullu Net… https://t.co/lBrzu7TRYR"
GeraMudit,"New Delhi,India",Indian telecommunications giant Reliance Jio has announced three new all-in-one prepaid annual plans.#Jio… https://t.co/8ctBlHSRcF
indiahottopics,"New Delhi, India","JIO INTRODUCES NEW ALL-IN-ONE PLANS WITH UP TO 504GB DATA WITH 336-DAY VALIDITY FOR JIOPHONE

Read At :… https://t.co/N4oEbv18jd"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/OTlOCafct6"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/GdluyoHVvF"
TheEnvoyWeb,"New Delhi, India",The partnership between @NetflixIndia and @reliancejio to offer a free mobile-only subscription to post-paid subscr… https://t.co/tViVJeMMNl
satishtezaa,"New Delhi, India",RT @samirsaran: This is #IndiaTech. #Jio now has capability to offer frontier technology solutions to India and the world. 👏🏻 https://t.co/…
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/eKLsVwQsCk"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/h3mGz9iXkB"
BStabilizer,"Delhi, India","For months I've been saying this!!! Super congrats !
Now time to buy Jiomart items through whatsapp!!
This is how F… https://t.co/NsdkNtOVFV"
vibhugaur,Delhi,"Reliance Jio #Phone  Users Get 3 New All-in-One Prepaid Annual Plans With Up to 504GB #Data , 336 Days #Validity.… https://t.co/k7J2uduSZn"
care_DIR,WorldWideWeb,RT @VikashS35062029: #JIO Internet speed is too slow.. Worst customer support...
care_DIR,WorldWideWeb,RT @VinayKu30300765: #jio internet speed is coming very slow in a my city  #gorakhpur @reliancejio @JioCare @DoT_India @rsprasad @PMOIndia…
sachetmathur5,"new delhi, india","#JioFiber is the worst service I've ever seen. It's been more than 2 weeks, still waiting for relocation installati… https://t.co/huqOOaSSyF"
sailor_jag,hisar,Does @reliancejio really gives 4G speed. I don't think.  #fraud #jio #trai #internet #4G
ranajig,"New Delhi, India","@manaman_chhina @GauravPandhi Thank God its winter weather, no need for AirCons...they have mistreated an Elected C… https://t.co/nlYbpZRhpl"
vipin_vats_,"New Delhi, India",@JioCare what to say about you #jio ? I have problem for last 4 days and we have 4 connection under the same roof.… https://t.co/07PATcgnqu
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/tLybkTs18L"
ETRetail,"New Delhi, India","ETRetail | Saudi Arabia's PIF to invest Rs 9,555 cr in Reliance Retail for 2.04% stake #RelianceRetail… https://t.co/Ag571KkaAu"
IndianExpress,India,"RT @ExpressTechie: Reliance #Jio introduces 3 new prepaid JioPhone plans

https://t.co/gnSP79KNSm"
ExpressTechie,"New Delhi, Delhi","Reliance #Jio introduces 3 new prepaid JioPhone plans

https://t.co/gnSP79KNSm"
morya_shyam,India,"RT @pankaju17: Proud to be associated with the WT20 Challenge. Let's break boundaries together on and off the field ✨
@M_Raj03 @mandhana_sm…"
AjayKushwaha_,"Ghazipur UP, New Delhi, India","RT @pankaju17: Proud to be associated with the WT20 Challenge. Let's break boundaries together on and off the field ✨
@M_Raj03 @mandhana_sm…"
46_9003,,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/wU0vhcGMaw"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/IpJxO7szTI"
pankaju17,"New Delhi, India","Proud to be associated with the WT20 Challenge. Let's break boundaries together on and off the field ✨
@M_Raj03… https://t.co/z5ScFlxeYf"
care_DIR,WorldWideWeb,RT @kasifiqbal4700: Madhubani #jio store is worst store I visited ever. No one have time to look your issues. Store open on 11 am like (sar…
Chandra76600502,"New Delhi, India",It has been an absolute pleasure using #jio with such speed. The speed invigorated me to switch to another operator… https://t.co/ePuu5jEmSd
TCMSportsIndia,"New Delhi, India",Twitter India and the Board of Control for Cricket in India (BCCI) on Monday joined hands to launch seven new custo… https://t.co/t7ZdPu90vv
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/68UFLnPN4N"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/dBklM0qt7C"
THiNK_ViSHi,"New Delhi, India","@fiber_jio
You guys do not offer the subscriptions as per the plans. Raised multiple complaints for the same never… https://t.co/P4bSuEiGam"
Lifeisall2020Pr,"New Delhi, India","RT @Lifeisall2020Pr: #JioFiber #Jio #jiospeed #jiopages @reliancejio @JioCare @fiber_jio  this is very disappointing, this is how you solve…"
BusinessConne16,Delhi,"Inter-Creditor Agreements (ICA) have been signed by Lenders to Future Group, opening the way for a possible restruc… https://t.co/CYE71dn6He"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/cfobJedfjX"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/NogVYA83Tw"
jainpinki972,"New Delhi, India","RT @Lifeisall2020Pr: #JioFiber #Jio #jiospeed #jiopages @reliancejio @JioCare @fiber_jio  this is very disappointing, this is how you solve…"
mickiethommen2,,RT @imshubhamgupta: @JioMart_Support I had placed order on 26 May ..... and still it’s not delivered. I had made complain also on 2nd June…
AmanShriwastav8,,"RT @Praveen94300: Very bad jio network in my area
No call connect no internet access
Problem consistent from last 3 years
Whole village pro…"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/VFJAkrv7am"
indiahottopics,"New Delhi, India","MUKESH AMBANI LOSES $5 BILLION AS OIL SINKS RELIANCE SHARES

Read At : https://t.co/VdDK8UHDy3

#jio #mukeshAmbani… https://t.co/wTau6vFt0b"
MicrosoftRTweet,From the Cloud,"RT @Krsiddharth_biz: Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are imp…"
Krsiddharth_biz,Ghaziabad,"Follow us on telegram for more:-
https://t.co/yUzZA0rtyX
Stay tuned and do like and comment on everyone if you are… https://t.co/ED8T8IRloX"
Praveen94300,"New Delhi, India","Very bad jio network in my area
No call connect no internet access
Problem consistent from last 3 years
Whole villa… https://t.co/DwQjTqCSQk"
Lifeisall2020Pr,"New Delhi, India","#JioFiber #Jio #jiospeed #jiopages @reliancejio @JioCare @fiber_jio  this is very disappointing, this is how you so… https://t.co/VYy4loM4Pd"
tdieofficial,"New Delhi, India","Vi beats Airtel and Jio in 4G speed in India

#Airtel #Jio #Vi #Vodafone #Idea #Telecom #TelecomInIndia #4G #5G… https://t.co/n9tKtRe4cS"
_Navneetg_,"Ludhiana, India","@reliancejio customers these days
“YAAR YE NUMBER #JIO PE HO. NON JIO HUA TO CHARGES LAGENGE” 
🤣🤣"
ETAuto,"New Delhi, India",ETAuto | Mukesh Ambani loses $5 billion as oil sinks Reliance shares #RelianceShares #MukeshAmbani… https://t.co/c1NunR1Fcf
User Name,User Location,Tweet
7791830286,Jaipur,"#slowjio #jio @JioCare 
Fix this fix this fix this 😠😠😠😠 https://t.co/ur4wGObxZf"
DC__Dinesh,"Rajasthan, India",@JioCare I'm not satisfied... #jiospeed
HrshGuptaji,"Gwalior, India",RT @HrshGuptaji: Jiomart's  ninja technique .They booked order in offer period and cancelled/returned at next day of offer ending day with…
HrshGuptaji,"Gwalior, India",Jiomart's  ninja technique .They booked order in offer period and cancelled/returned at next day of offer ending da… https://t.co/X7I8hFl8gv
Avinash_C901,"Jodhpur, India",@reliancejio totally unprofessional and no support from customer care..totally mental hairssment by @reliancejio No… https://t.co/97QsbEmoE1
Kamlesh559,"Jaipur, India",#jio loot https://t.co/dXzVzJ8vCQ
VijaySharmaSir,"Agra, India","@JioCare no speed after using daily limit, what is the purpose of giving unlimited data, when you can't use even… https://t.co/hngEPaP4wT"
Ratan18,Agra,"@elonmusk I hope @SpaceXStarlink will deliver good connectivity near by my home in D Taj Mahal city Agra India, Whi… https://t.co/aD9RCXD7bW"
sharma4u,INDIA,@airtelindia @Airtel_Presence #Airtel Proud to be a part of you Airtel Team. Great Job. Amazing Speed on 4G. Atleas… https://t.co/xLuGw97g3E
7791830286,Jaipur,"RT @7791830286: #jiospeed @JioCare @reliancejio
This is what jio give us https://t.co/yq8ncLU7Kc"
7791830286,Jaipur,"#jiospeed @JioCare @reliancejio
This is what jio give us https://t.co/yq8ncLU7Kc"
GKMIT1,"Udaipur, India","Well, you must know the similarity between these two apps. Reliance industry launches its new video conferencing ap… https://t.co/e914fSwHNk"
User Name,User Location,Tweet
mbhuyan_,From Majuli.,"Truly disappointed by experiencing worst connectivity of Jio @reliancejio . 
Jio becoming worst day by day . #jiospeed @JioCare"
ssonu325,India/Bihar,Sir please reduce the plan of jio 4G recharge for my entire village because we all are using 2g with speech cutting… https://t.co/ZVw6y95t7X
ms7239166,"Madhubani, India",#jio BC ye Amitabh Bachchan ke dial tune band kro.
AMITKUM78655343,"Bihar, India","@JioCare YouTube, jio tv,app .
Anytime indoor Vs outdoor poor Gandha ghatiya internet speed and network single,… https://t.co/Sb29nFEUwO"
PowerSiliguri,"Siliguri, India","Follow us @PowerSiliguri

The Reserve Bank of India (#RBI) imposed #monetary #penalty on #DCB #Bank and #Jio… https://t.co/fJIzrEn267"
SaikiaPranjit,"Guwahati, Assam, India",Since yesterday I have seen only this on my #JioFiber router. Recently blinking red light become a habit on Jio rou… https://t.co/BNTQP5QbmX
AhmedNazmus,"Guwahati, Assam","@IzazAhm517 @reliancejio @JioCare Last time I had posted the same and they replied with the DM link, I have DM them… https://t.co/8knyrbQCLq"
AryanHayat20,Guwahati ,very soon everybody will start port to other networks from jio including me because of their  ** network services s… https://t.co/dZeAdTNonn
IzazAhm517,"Guwahati, India","@reliancejio @JioCare 
Really very disappointed with the service providing by Jio.
It's worse then 2G service.
#jiospeed #jiofailed"
JhaArindam,"Raiganj, India",@Airtel_Presence  Got 6 1gb data promo after recharging with 598. 2 Redeemed but speed remains 64kbps. Facing same… https://t.co/oguADVv02w
User Name,User Location,Tweet
Sankartj,"Madurai,Tamil nadu","I have balance to send SMS. But, I don't have a jio plan.
Now, I need to do UPI SMS verification. 
Rs. 129 is the C… https://t.co/z0Pqn909fc"
Harsha3636,Shimoga/Bangalore ,@JTNBJP @narendramodi @rsprasad #jio the best network
ssllb_2022,"Tiruppur, India","Out of 20days only #jioFI is working 8-10 days only 3 days once the #4g network working in the city. 

There is no… https://t.co/oZYblRZz7j"
ibu_str,"coimbatore,tamil nadu,india",@JioCare @reliancejio DAY 24 NO ONE CARE ABOUT CUSTOMER WE WANT #JioFiber #JIO @AmbaniTina @RelianceDigital https://t.co/lwr9mv7S92
ibu_str,"coimbatore,tamil nadu,india",@JioCare @reliancejio DAY 23 NO ONE CARE ABOUT CUSTOMER WE WANT #JioFiber #JIO
mohanbn,"Bangalore, India","The new caps do not apply to #Reliance's #Jio #Payments Bank, or to #PayTM, because of their payments banking licen… https://t.co/X27s3zR8zX"
ibu_str,"coimbatore,tamil nadu,india",@JioCare @reliancejio DAY 22 NO ONE CARE ABOUT CUSTOMER WE WANT #JioFiber #JIO https://t.co/M0tK0UUOew
iamamityadav143,"Bengaluru, India",Wow this is high 4g speed of @reliancejio @JioCare Network. Network varies between 0-20 kb/s which is quite promisi… https://t.co/gbkdt306jS
iamsazid6,"Bengaluru, India",Please improve your signal strength or stop selling sim cards from now 🙏🤦🏻 @reliancejio @JioCare @JioChat #jio… https://t.co/gG3coa7YBk
karthik_nmkl,"Namakkal, India",@thenameisvelu It's working for #JIO https://t.co/YlZYOTX4KV
Cloud_CIO_,"London, England","RT @3aiAssociation: Register Now: https://t.co/cWNfHsVlVI

For more details: https://t.co/FQSpzfiXvJ

#AI #Blockchain #Cybersecurity #Cloud…"
mizdhanyamenon,"Kerala, India","Driven by flows into #Jio Platform at $15.34 b, #TowerInfrastructureTrust at $3.4 b and #Flipkart Online Services a… https://t.co/6GGJlD0vBI"
dipgupta1986,"Bengaluru, India","Some websites are not accessible with @JioCare network, but working fine with @Airtel_Presence #jio"
YIXUANTU1,"Paris, France","RT @sankushmedia: 🔆
-
-
Follow SANKUSHMEDIA for more stuffs ↩
@sankushmedia
-
-
#jio #google #facebook #data #jiodigital #digital #sankushm…"
sankushmedia,"Bengaluru, India","🔆
-
-
Follow SANKUSHMEDIA for more stuffs ↩
@sankushmedia
-
-
#jio #google #facebook #data #jiodigital #digital… https://t.co/CgZMbissMG"
pankajbhagwanii,"Bangalore, India","Just be aware there is no cancel button option on the @JioMart website.

you have to call or mail to cancel your or… https://t.co/8eq5VPBDtF"
_Gowtham_Shan_,"Tamil Nadu, India",Finally #RCS in #Googlemessage for #Jio numbers start rolling out in #India https://t.co/lxuerlc6wt
PradeepDass2,"Hosur, Tamil Nadu","Again the same issue at my work location no update and nothing.

One of my friend was a postpaid customer he is get… https://t.co/YHhyDp8z8a"
PradeepDass2,"Hosur, Tamil Nadu","These is how we are getting the 4g speed in our location. We are not even getting 2g these is how the service 
#jio… https://t.co/obvMVd3lxZ"
